game_id,row_index,season,season_id,game_url,home_team_game_id,away_team_game_id,game_date_str,game_time,home_team_name,away_team_name,home_team_id,away_team_id,head_to_head_id,game_type,playoff_round,last_period_type,period_length,ot_period_length,shootout_rounds,home_total_goals,away_total_goals,home_team_period1_goals,home_team_period2_goals,home_team_period3_goals,home_team_periodOT_goals,away_team_period1_goals,away_team_period2_goals,away_team_period3_goals,away_team_periodOT_goals,home_team_seeding,away_team_seeding,home_team_w,home_team_l,home_team_t,home_team_pts,away_team_w,away_team_l,away_team_t,away_team_pts,video_id,video_start_time,video_end_time,video_title,video_url
10071,11,20242025,N20242025F,https://www.noradhockey.com/event/seed-5-vs-seed-8/,10071N10005,10071N10007,2025-03-23,,OS Offices,Outlaws,N10005,N10007,N10005_N10007,Playoffs,RoundRobin,Regulation,00:18:00,00:00:00,0.0,5,4,1.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,1,0,0,2,0,1,0,0,,,,,
10070,12,20242025,N20242025F,https://www.noradhockey.com/event/seed-4-vs-seed-7/,10070N10009,10070N10006,2025-03-23,,Triple J,Orphans,N10009,N10006,N10006_N10009,Playoffs,RoundRobin,Regulation,00:18:00,00:00:00,0.0,5,1,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1,0,0,2,0,1,0,0,,,,,
18001,13,20242025,N20242025F,https://www.noradhockey.com/event/18001/,18001N10004,18001N10007,2025-03-16,,Nelson,Outlaws,N10004,N10007,N10004_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,0,3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18000,14,20242025,N20242025F,https://www.noradhockey.com/event/18000/,18000N10001,18000N10006,2025-03-16,,Amos,Orphans,N10001,N10006,N10001_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,7,2,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
17999,15,20242025,N20242025F,https://www.noradhockey.com/event/17999/,17999N10005,17999N10002,2025-03-16,,OS Offices,Ace,N10005,N10002,N10002_N10005,Regular,,Regulation,00:18:00,00:00:00,0.0,5,6,2.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17998,16,20242025,N20242025F,https://www.noradhockey.com/event/17998/,17998N10008,17998N10009,2025-03-16,,Platinum,Triple J,N10008,N10009,N10008_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,4,3,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18051,17,20242025,N20242025F,https://www.noradhockey.com/event/18051/,18051N10003,18051N10006,2025-03-09,,HollowBrook,Orphans,N10003,N10006,N10003_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,4,3,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18050,18,20242025,N20242025F,https://www.noradhockey.com/event/18050/,18050N10004,18050N10002,2025-03-09,,Nelson,Ace,N10004,N10002,N10002_N10004,Regular,,Regulation,00:18:00,00:00:00,0.0,4,4,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,,,0,0,1,1,0,0,1,1,,,,,
18049,19,20242025,N20242025F,https://www.noradhockey.com/event/18049/,18049N10001,18049N10009,2025-03-09,,Amos,Triple J,N10001,N10009,N10001_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,4,6,1.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18048,20,20242025,N20242025F,https://www.noradhockey.com/event/18048/,18048N10005,18048N10008,2025-03-09,,OS Offices,Platinum,N10005,N10008,N10005_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,3,6,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18046,21,20242025,N20242025F,https://www.noradhockey.com/event/18046/,18046N10004,18046N10007,2025-03-02,,Nelson,Outlaws,N10004,N10007,N10004_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,6,3,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18045,22,20242025,N20242025F,https://www.noradhockey.com/event/18045/,18045N10001,18045N10006,2025-03-02,,Amos,Orphans,N10001,N10006,N10001_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,7,5,2.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18044,23,20242025,N20242025F,https://www.noradhockey.com/event/18044/,18044N10005,18044N10002,2025-03-02,,OS Offices,Ace,N10005,N10002,N10002_N10005,Regular,,Regulation,00:18:00,00:00:00,0.0,3,4,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18043,24,20242025,N20242025F,https://www.noradhockey.com/event/18043/,18043N10008,18043N10009,2025-03-02,,Platinum,Triple J,N10008,N10009,N10008_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,3,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18041,25,20242025,N20242025F,https://www.noradhockey.com/event/18041/,18041N10001,18041N10003,2025-02-23,,Amos,HollowBrook,N10001,N10003,N10001_N10003,Regular,,Regulation,00:18:00,00:00:00,0.0,6,5,1.0,3.0,2.0,0.0,3.0,0.0,2.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18040,26,20242025,N20242025F,https://www.noradhockey.com/event/18040/,18040N10005,18040N10007,2025-02-23,,OS Offices,Outlaws,N10005,N10007,N10005_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,2,2,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0,0,1,1,0,0,1,1,,,,,
18039,27,20242025,N20242025F,https://www.noradhockey.com/event/18039/,18039N10008,18039N10006,2025-02-23,,Platinum,Orphans,N10008,N10006,N10006_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,5,5,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,,,0,0,1,1,0,0,1,1,,,,,
18038,28,20242025,N20242025F,https://www.noradhockey.com/event/18038/,18038N10009,18038N10002,2025-02-23,,Triple J,Ace,N10009,N10002,N10002_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,4,1,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18036,29,20242025,N20242025F,https://www.noradhockey.com/event/18036/,18036N10005,18036N10004,2025-02-09,,OS Offices,Nelson,N10005,N10004,N10004_N10005,Regular,,Regulation,00:18:00,00:00:00,0.0,2,4,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18035,30,20242025,N20242025F,https://www.noradhockey.com/event/18035/,18035N10008,18035N10003,2025-02-09,,Platinum,HollowBrook,N10008,N10003,N10003_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,2,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,0,0,1,1,0,0,1,1,,,,,
18034,31,20242025,N20242025F,https://www.noradhockey.com/event/18034/,18034N10009,18034N10007,2025-02-09,,Triple J,Outlaws,N10009,N10007,N10007_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,4,9,2.0,1.0,1.0,0.0,6.0,2.0,1.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18033,32,20242025,N20242025F,https://www.noradhockey.com/event/18033/,18033N10002,18033N10006,2025-02-09,,Ace,Orphans,N10002,N10006,N10002_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,7,4,1.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18031,33,20242025,N20242025F,https://www.noradhockey.com/event/18031/,18031N10008,18031N10001,2025-02-02,,Platinum,Amos,N10008,N10001,N10001_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,3,4,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18030,34,20242025,N20242025F,https://www.noradhockey.com/event/18030/,18030N10009,18030N10004,2025-02-02,,Triple J,Nelson,N10009,N10004,N10004_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,2,5,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18029,35,20242025,N20242025F,https://www.noradhockey.com/event/18029/,18029N10002,18029N10003,2025-02-02,,Ace,HollowBrook,N10002,N10003,N10002_N10003,Regular,,Regulation,00:18:00,00:00:00,0.0,4,8,1.0,0.0,3.0,0.0,2.0,4.0,2.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18028,36,20242025,N20242025F,https://www.noradhockey.com/event/18028/,18028N10006,18028N10007,2025-02-02,,Orphans,Outlaws,N10006,N10007,N10006_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,5,4,1.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18025,37,20242025,N20242025F,https://www.noradhockey.com/event/18025/,18025N10002,18025N10001,2025-01-26,,Ace,Amos,N10002,N10001,N10001_N10002,Regular,,Regulation,00:18:00,00:00:00,0.0,2,8,2.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18024,38,20242025,N20242025F,https://www.noradhockey.com/event/18024/,18024N10006,18024N10004,2025-01-26,,Orphans,Nelson,N10006,N10004,N10004_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,7,1,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18023,39,20242025,N20242025F,https://www.noradhockey.com/event/18023/,18023N10007,18023N10003,2025-01-26,,Outlaws,HollowBrook,N10007,N10003,N10003_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,0,7,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
10826,40,20242025,N20242025F,https://www.noradhockey.com/event/10826/,10826N10009,10826N10005,2025-01-26,,Triple J,OS Offices,N10009,N10005,N10005_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,3,4,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18021,41,20242025,N20242025F,https://www.noradhockey.com/event/18021/,18021N10002,18021N10008,2025-01-12,,Ace,Platinum,N10002,N10008,N10002_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,0,10,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18020,42,20242025,N20242025F,https://www.noradhockey.com/event/18020/,18020N10006,18020N10005,2025-01-12,,Orphans,OS Offices,N10006,N10005,N10005_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,1,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18019,43,20242025,N20242025F,https://www.noradhockey.com/event/18019/,18019N10007,18019N10001,2025-01-12,,Outlaws,Amos,N10007,N10001,N10001_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,5,3,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18018,44,20242025,N20242025F,https://www.noradhockey.com/event/18018/,18018N10003,18018N10004,2025-01-12,,HollowBrook,Nelson,N10003,N10004,N10003_N10004,Regular,,Regulation,00:18:00,00:00:00,0.0,6,6,3.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,,,0,0,1,1,0,0,1,1,,,,,
18016,45,20242025,N20242025F,https://www.noradhockey.com/event/18016/,18016N10006,18016N10009,2025-01-05,,Orphans,Triple J,N10006,N10009,N10006_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,2,5,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18015,46,20242025,N20242025F,https://www.noradhockey.com/event/18015/,18015N10007,18015N10008,2025-01-05,,Outlaws,Platinum,N10007,N10008,N10007_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,0,4,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18014,47,20242025,N20242025F,https://www.noradhockey.com/event/18014/,18014N10003,18014N10005,2025-01-05,,HollowBrook,OS Offices,N10003,N10005,N10003_N10005,Regular,,Regulation,00:18:00,00:00:00,0.0,2,4,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18013,48,20242025,N20242025F,https://www.noradhockey.com/event/18013/,18013N10004,18013N10001,2025-01-05,,Nelson,Amos,N10004,N10001,N10001_N10004,Regular,,Regulation,00:18:00,00:00:00,0.0,11,2,3.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
17955,49,20242025,N20242025F,https://www.noradhockey.com/event/17955/,17955N10001,17955N10006,2024-12-29,,Amos,Orphans,N10001,N10006,N10001_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,2,4,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18011,50,20242025,N20242025F,https://www.noradhockey.com/event/18011/,18011N10007,18011N10002,2024-12-22,,Outlaws,Ace,N10007,N10002,N10002_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,5,5,4.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,,,0,0,1,1,0,0,1,1,,,,,
18010,51,20242025,N20242025F,https://www.noradhockey.com/event/18010/,18010N10003,18010N10009,2024-12-22,,HollowBrook,Triple J,N10003,N10009,N10003_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,3,4,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18009,52,20242025,N20242025F,https://www.noradhockey.com/event/18009/,18009N10004,18009N10008,2024-12-22,,Nelson,Platinum,N10004,N10008,N10004_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,4,4,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,,,0,0,1,1,0,0,1,1,,,,,
18008,53,20242025,N20242025F,https://www.noradhockey.com/event/18008/,18008N10001,18008N10005,2024-12-22,,Amos,OS Offices,N10001,N10005,N10001_N10005,Regular,,Regulation,00:18:00,00:00:00,0.0,4,7,2.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18006,54,20242025,N20242025F,https://www.noradhockey.com/event/18006/,18006N10003,18006N10006,2024-12-15,,HollowBrook,Orphans,N10003,N10006,N10003_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,5,2,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18005,55,20242025,N20242025F,https://www.noradhockey.com/event/18005/,18005N10004,18005N10002,2024-12-15,,Nelson,Ace,N10004,N10002,N10002_N10004,Regular,,Regulation,00:18:00,00:00:00,0.0,8,6,4.0,3.0,1.0,0.0,5.0,1.0,0.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
18004,56,20242025,N20242025F,https://www.noradhockey.com/event/18004/,18004N10001,18004N10009,2024-12-15,,Amos,Triple J,N10001,N10009,N10001_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,5,7,2.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
18003,57,20242025,N20242025F,https://www.noradhockey.com/event/18003/,18003N10005,18003N10008,2024-12-15,,OS Offices,Platinum,N10005,N10008,N10005_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,4,7,1.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17996,58,20242025,N20242025F,https://www.noradhockey.com/event/17996/,17996N10001,17996N10003,2024-11-24,,Amos,HollowBrook,N10001,N10003,N10001_N10003,Regular,,Regulation,00:18:00,00:00:00,0.0,2,4,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17995,59,20242025,N20242025F,https://www.noradhockey.com/event/17995/,17995N10005,17995N10007,2024-11-24,,OS Offices,Outlaws,N10005,N10007,N10005_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,2,3,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17994,60,20242025,N20242025F,https://www.noradhockey.com/event/17994/,17994N10008,17994N10006,2024-11-24,,Platinum,Orphans,N10008,N10006,N10006_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,4,4,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,,,0,0,1,1,0,0,1,1,,,,,
17993,61,20242025,N20242025F,https://www.noradhockey.com/event/17993/,17993N10009,17993N10002,2024-11-24,,Triple J,Ace,N10009,N10002,N10002_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,8,3,3.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
17991,62,20242025,N20242025F,https://www.noradhockey.com/event/17991/,17991N10005,17991N10004,2024-11-17,,OS Offices,Nelson,N10005,N10004,N10004_N10005,Regular,,Regulation,00:18:00,00:00:00,0.0,5,5,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,,,0,0,1,1,0,0,1,1,,,,,
17990,63,20242025,N20242025F,https://www.noradhockey.com/event/17990/,17990N10008,17990N10003,2024-11-17,,Platinum,HollowBrook,N10008,N10003,N10003_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,5,2,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
17989,64,20242025,N20242025F,https://www.noradhockey.com/event/17989/,17989N10009,17989N10007,2024-11-17,,Triple J,Outlaws,N10009,N10007,N10007_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,6,4,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
17988,65,20242025,N20242025F,https://www.noradhockey.com/event/17988/,17988N10002,17988N10006,2024-11-17,,Ace,Orphans,N10002,N10006,N10002_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,3,6,0.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17986,66,20242025,N20242025F,https://www.noradhockey.com/event/17986/,17986N10008,17986N10001,2024-11-10,,Platinum,Amos,N10008,N10001,N10001_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,4,5,1.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17985,67,20242025,N20242025F,https://www.noradhockey.com/event/17985/,17985N10009,17985N10004,2024-11-10,,Triple J,Nelson,N10009,N10004,N10004_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,2,2,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,0,0,1,1,0,0,1,1,,,,,
17984,68,20242025,N20242025F,https://www.noradhockey.com/event/17984/,17984N10002,17984N10003,2024-11-10,,Ace,HollowBrook,N10002,N10003,N10002_N10003,Regular,,Regulation,00:18:00,00:00:00,0.0,2,8,1.0,0.0,1.0,,3.0,5.0,0.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17983,69,20242025,N20242025F,https://www.noradhockey.com/event/17983/,17983N10006,17983N10007,2024-11-10,,Orphans,Outlaws,N10006,N10007,N10006_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,6,5,1.0,1.0,4.0,0.0,1.0,2.0,2.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
17981,70,20242025,N20242025F,https://www.noradhockey.com/event/17981/,17981N10009,17981N10005,2024-11-03,,Triple J,OS Offices,N10009,N10005,N10005_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,4,6,3.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17980,71,20242025,N20242025F,https://www.noradhockey.com/event/17980/,17980N10002,17980N10001,2024-11-03,,Ace,Amos,N10002,N10001,N10001_N10002,Regular,,Regulation,00:18:00,00:00:00,0.0,3,4,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17979,72,20242025,N20242025F,https://www.noradhockey.com/event/17979/,17979N10006,17979N10004,2024-11-03,,Orphans,Nelson,N10006,N10004,N10004_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,5,4,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
17978,73,20242025,N20242025F,https://www.noradhockey.com/event/17978/,17978N10007,17978N10003,2024-11-03,,Outlaws,HollowBrook,N10007,N10003,N10003_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,0,9,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17976,74,20242025,N20242025F,https://www.noradhockey.com/event/17976/,17976N10002,17976N10008,2024-10-27,,Ace,Platinum,N10002,N10008,N10002_N10008,Regular,,Regulation,00:18:00,00:00:00,0.0,2,9,1.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17975,75,20242025,N20242025F,https://www.noradhockey.com/event/17975/,17975N10006,17975N10005,2024-10-27,,Orphans,OS Offices,N10006,N10005,N10005_N10006,Regular,,Regulation,00:18:00,00:00:00,0.0,3,2,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
17974,76,20242025,N20242025F,https://www.noradhockey.com/event/17974/,17974N10007,17974N10001,2024-10-27,,Outlaws,Amos,N10007,N10001,N10001_N10007,Regular,,Regulation,00:18:00,00:00:00,0.0,0,5,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
17973,77,20242025,N20242025F,https://www.noradhockey.com/event/17973/,17973N10003,17973N10004,2024-10-27,,HollowBrook,Nelson,N10003,N10004,N10003_N10004,Regular,,Regulation,00:18:00,00:00:00,0.0,5,2,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,1,0,0,2,0,1,0,0,,,,,
17971,78,20242025,N20242025F,https://www.noradhockey.com/event/17971/,17971N10006,17971N10009,2024-10-20,,Orphans,Triple J,N10006,N10009,N10006_N10009,Regular,,Regulation,00:18:00,00:00:00,0.0,4,6,1.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,,,0,1,0,0,1,0,0,2,,,,,
